BATHRM,HF_BATHRM,HEAT,AC,EYB,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,WARD,SALEYEAR,PRICE
3,1,Warm Cool,1,1980,1.5 Story Fin,Single,Very Good,Good,Brick/Siding,Slate,Hardwood,1.0,3,10731,Ward 3,2017,1340000.0
2,0,Hot Water Rad,0,1984,2 Story,Semi-Detached,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,2166,Ward 4,2014,630000.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1640,Ward 4,2017,719000.0
2,1,Hot Water Rad,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,2,1453,Ward 6,2017,910000.0
2,0,Hot Water Rad,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,2.0,0,1182,Ward 6,2014,550000.0
1,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,840,Ward 1,2013,440000.0
2,0,Warm Cool,1,1954,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2650,Ward 7,2018,280000.0
2,0,Hot Water Rad,0,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,934,Ward 1,2012,392400.0
4,0,Forced Air,1,1980,2 Story,Semi-Detached,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,2500,Ward 4,2012,590000.0
3,1,Forced Air,1,1982,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,2513,Ward 5,2016,775000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,1,1692,Ward 6,2014,745876.0
1,0,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1920,Ward 8,2017,429000.0
3,0,Warm Cool,1,1960,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood,2.0,1,4442,Ward 4,2014,785000.0
2,1,Forced Air,1,2015,2 Story,Row Inside,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,1539,Ward 5,2013,457130.0
2,0,Forced Air,1,1964,2 Story,Row End,Average,Good,Common Brick,Clay Tile,Wood Floor,1.0,0,3683,Ward 8,2014,280000.0
1,0,Hot Water Rad,0,1954,1 Story,Single,Average,Average,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,5932,Ward 5,2012,265000.0
4,1,Hot Water Rad,1,1987,3 Story,Row Inside,Very Good,Good,Common Brick,Comp Shingle,Hardwood,2.0,1,1593,Ward 1,2013,1240000.0
3,0,Warm Cool,1,1978,1 Story,Single,Excellent,Average,Common Brick,Slate,Hardwood,1.0,2,7800,Ward 3,2012,1225000.0
3,1,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1374,Ward 5,2015,282000.0
4,1,Warm Cool,1,1992,2 Story,Single,Superior,Good,Common Brick,Slate,Hardwood,1.0,2,7510,Ward 3,2017,1540000.0
3,1,Forced Air,1,2017,2 Story,Row End,Good Quality,Excellent,Common Brick,Comp Shingle,Hardwood,1.0,0,2405,Ward 5,2017,667225.0
2,1,Hot Water Rad,0,1969,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,4077,Ward 5,2014,565000.0
1,1,Forced Air,1,1967,2 Story,Single,Above Average,Average,Brick/Siding,Built Up,Hardwood,1.0,0,1029,Ward 5,2011,359000.0
3,1,Forced Air,1,1986,2 Story,Single,Good Quality,Good,Stone,Comp Shingle,Hardwood,1.0,1,3400,Ward 4,2017,855000.0
3,1,Forced Air,1,1964,2 Story,Row End,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,960,Ward 5,2014,600000.0
1,0,Warm Cool,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,525,Ward 1,2012,474900.0
2,0,Forced Air,1,1983,2 Story,Semi-Detached,Average,Good,Brick/Siding,Built Up,Hardwood,1.0,0,2500,Ward 7,2011,173000.0
3,0,Hot Water Rad,1,1972,1.5 Story Fin,Single,Very Good,Average,Stucco,Slate,Hardwood,1.0,1,6188,Ward 4,2016,920000.0
2,0,Hot Water Rad,0,1967,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,834,Ward 1,2012,320000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1791,Ward 4,2011,449500.0
3,1,Forced Air,1,1969,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,2.0,1,1404,Ward 6,2018,1099000.0
4,1,Warm Cool,1,1972,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,1553,Ward 1,2016,1505000.0
2,0,Hot Water Rad,0,1957,1.5 Story Fin,Row Inside,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,6815,Ward 5,2013,455000.0
4,1,Forced Air,1,1967,2 Story,Single,Above Average,Average,Vinyl Siding,Comp Shingle,Hardwood,2.0,0,4988,Ward 5,2015,595000.0
1,1,Warm Cool,1,1969,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood/Carp,1.0,1,1144,Ward 6,2011,630500.0
3,0,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1856,Ward 4,2015,499900.0
4,1,Forced Air,1,1986,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,1571,Ward 5,2017,1340000.0
3,1,Forced Air,1,2012,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,3366,Ward 7,2013,235000.0
2,0,Hot Water Rad,0,1960,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,4000,Ward 5,2017,631000.0
2,1,Warm Cool,1,1978,2 Story,Single,Excellent,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,7125,Ward 3,2014,1547000.0
2,1,Warm Cool,1,1983,2 Story,Single,Excellent,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,5106,Ward 3,2014,1150000.0
5,1,Hot Water Rad,1,1978,2.5 Story Fin,Single,Excellent,Very Good,Brick/Stucco,Slate,Hardwood,1.0,1,5981,Ward 3,2017,1950000.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2357,Ward 4,2010,360000.0
3,1,Warm Cool,1,1969,2 Story,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1.0,1,9240,Ward 3,2016,1200000.0
2,2,Forced Air,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,4250,Ward 3,2010,845000.0
4,0,Warm Cool,1,1963,3 Story,Row Inside,Very Good,Average,Common Brick,Metal- Sms,Hardwood,4.0,0,1749,Ward 2,2017,1170000.0
3,1,Forced Air,1,1984,2 Story,Row Inside,Above Average,Excellent,Common Brick,Built Up,Hardwood,1.0,0,1731,Ward 6,2017,985000.0
1,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,809,Ward 6,2016,570900.0
3,1,Forced Air,1,1982,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,2037,Ward 1,2017,1169000.0
2,1,Forced Air,1,1952,1 Story,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,4937,Ward 7,2015,203000.0
2,1,Forced Air,1,1964,1 Story,Single,Average,Good,Aluminum,Comp Shingle,Wood Floor,1.0,0,2700,Ward 7,2012,92000.0
3,1,Forced Air,1,1969,2 Story,Row End,Good Quality,Very Good,Common Brick,Built Up,Hardwood,1.0,0,2457,Ward 5,2017,832000.0
5,1,Forced Air,1,1987,2 Story,Single,Very Good,Very Good,Stucco,Clay Tile,Hardwood,1.0,1,6450,Ward 3,2017,1010000.0
4,1,Hot Water Rad,1,1967,3 Story,Row Inside,Above Average,Good,Stucco,Metal- Sms,Hardwood,2.0,2,1386,Ward 1,2017,1300000.0
4,0,Warm Cool,0,1943,2 Story,Multi,Average,Average,Common Brick,Metal- Sms,Hardwood,4.0,0,2720,Ward 7,2015,390000.0
2,1,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1800,Ward 5,2017,740000.0
1,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,1,608,Ward 6,2011,370000.0
3,0,Forced Air,0,1962,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,3.0,0,6690,Ward 8,2016,225000.0
3,1,Forced Air,1,2015,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1188,Ward 4,2015,499990.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1800,Ward 4,2011,459000.0
2,1,Forced Air,1,1984,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,1,2606,Ward 6,2013,930000.0
2,0,Hot Water Rad,0,1957,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,2.0,0,3060,Ward 8,2014,200000.0
2,1,Forced Air,1,1967,3 Story,Single,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1064,Ward 6,2013,737000.0
2,1,Forced Air,1,1978,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1955,Ward 1,2016,715000.0
3,1,Warm Cool,1,1998,2 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,1.0,3,1890,Ward 3,2018,1250000.0
1,1,Hot Water Rad,1,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,1190,Ward 6,2011,329900.0
2,1,Forced Air,1,1987,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,2,6248,Ward 3,2015,1195000.0
2,0,Hot Water Rad,1,1967,1 Story,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,3686,Ward 5,2013,460000.0
1,1,Hot Water Rad,0,1984,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,2,1271,Ward 1,2012,527500.0
2,1,Warm Cool,1,1969,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2738,Ward 7,2018,439000.0
2,0,Forced Air,1,1965,2 Story,Semi-Detached,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,0,2280,Ward 7,2017,285250.0
2,1,Hot Water Rad,1,1963,1.5 Story Fin,Single,Very Good,Average,Common Brick,Slate,Hardwood,1.0,1,6099,Ward 3,2011,870000.0
3,1,Forced Air,1,2013,2 Story,Town Inside,Above Average,Good,Vinyl Siding,Shingle,Hardwood/Carp,1.0,0,1296,Ward 5,2010,352636.0
1,1,Forced Air,1,1961,2 Story,Row Inside,Average,Average,Brick/Siding,Metal- Sms,Wood Floor,1.0,0,949,Ward 6,2017,635000.0
4,1,Warm Cool,1,1983,2 Story,Single,Excellent,Good,Common Brick,Slate,Hardwood,1.0,1,4653,Ward 3,2012,975000.0
2,0,Warm Cool,1,1968,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2384,Ward 5,2012,290000.0
2,1,Forced Air,1,2014,3 Story,Row Inside,Very Good,Excellent,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,581,Ward 6,2011,609560.0
2,0,Forced Air,1,1970,2 Story,Single,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,4000,Ward 7,2017,358000.0
1,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1018,Ward 6,2017,641550.0
1,1,Warm Cool,1,1961,2 Story,Single,Average,Average,Common Brick,Built Up,Hardwood,1.0,1,1089,Ward 6,2011,295000.0
2,0,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2054,Ward 5,2011,320000.0
1,1,Hot Water Rad,0,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,1518,Ward 2,2013,945000.0
2,0,Hot Water Rad,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,2388,Ward 8,2016,345000.0
4,1,Warm Cool,1,2000,3 Story,Row End,Superior,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,1003,Ward 3,2011,995000.0
3,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1600,Ward 5,2017,825000.0
3,1,Forced Air,1,1982,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1323,Ward 6,2016,1020000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,3,1310,Ward 6,2010,900000.0
2,1,Forced Air,1,1972,2 Story,Semi-Detached,Very Good,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,3403,Ward 3,2015,1100000.0
1,1,Ht Pump,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,1,1200,Ward 1,2018,925000.0
2,0,Hot Water Rad,1,1964,1.5 Story Fin,Single,Average,Average,Brick/Siding,Comp Shingle,Hardwood,2.0,0,4387,Ward 5,2017,630000.0
1,0,Ht Pump,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1332,Ward 6,2012,397500.0
3,1,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,2.0,1,7200,Ward 4,2014,1210000.0
4,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1440,Ward 5,2017,650000.0
2,1,Forced Air,1,1982,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,2999,Ward 1,2015,1220000.0
1,0,Hot Water Rad,0,1969,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,1350,Ward 1,2014,590000.0
3,1,Forced Air,0,1978,2 Story,Row End,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1950,Ward 4,2018,739500.0
1,1,Hot Water Rad,0,1964,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Ceramic Tile,1.0,0,1472,Ward 1,2016,550000.0
1,1,Forced Air,1,1965,2 Story,Single,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,2078,Ward 8,2014,250000.0
3,1,Forced Air,1,1964,2 Story,Single,Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,4140,Ward 5,2015,575000.0
3,1,Hot Water Rad,0,1986,3 Story,Semi-Detached,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,3706,Ward 4,2015,735000.0
4,2,Forced Air,1,1984,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,0,1700,Ward 1,2015,950000.0
2,1,Warm Cool,1,1989,3 Story,Row Inside,Superior,Good,Common Brick,Built Up,Hardwood,1.0,1,890,Ward 2,2012,1030000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,1,891,Ward 6,2013,646250.0
2,1,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,6376,Ward 3,2010,1205000.0
2,1,Forced Air,1,2014,2.5 Story Fin,Row End,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,950,Ward 7,2014,230000.0
1,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Stucco,Metal- Sms,Hardwood,1.0,0,1800,Ward 4,2014,600000.0
1,1,Hot Water Rad,1,1966,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2127,Ward 8,2014,234000.0
4,1,Warm Cool,1,2015,1 Story,Single,Very Good,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,1,5129,Ward 3,2016,1775000.0
1,3,Hot Water Rad,1,1984,2 Story,Row Inside,Above Average,Good,Brick Veneer,Metal- Sms,Hardwood,1.0,0,1322,Ward 4,2011,520000.0
2,0,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,3648,Ward 8,2013,205000.0
3,1,Warm Cool,1,1977,1 Story,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,9905,Ward 4,2015,860000.0
3,1,Forced Air,1,2014,2 Story,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,2760,Ward 8,2012,305000.0
4,1,Warm Cool,1,1982,2 Story,Single,Excellent,Good,Brick/Siding,Slate,Hardwood,1.0,2,10850,Ward 3,2016,1750000.0
1,1,Hot Water Rad,1,1964,2.5 Story Unfin,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1457,Ward 6,2018,1007500.0
3,0,Hot Water Rad,1,1969,2 Story,Row Inside,Good Quality,Average,Brick Veneer,Metal- Sms,Hardwood,3.0,3,1647,Ward 6,2013,850000.0
2,1,Hot Water Rad,0,1963,2 Story,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,5268,Ward 4,2012,475000.0
3,0,Hot Water Rad,0,1967,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Built Up,Hardwood,1.0,1,2119,Ward 3,2010,767000.0
2,0,Hot Water Rad,0,1957,2 Story,Semi-Detached,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,2300,Ward 1,2017,750000.0
2,0,Hot Water Rad,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2054,Ward 5,2013,330000.0
2,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1600,Ward 7,2016,555000.0
2,0,Warm Cool,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,2012,Ward 8,2012,145000.0
2,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1064,Ward 6,2014,615000.0
2,0,Forced Air,1,1965,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2383,Ward 7,2010,184900.0
2,2,Warm Cool,1,1969,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,1.0,1,3780,Ward 3,2012,725000.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1361,Ward 6,2010,490000.0
1,1,Forced Air,1,1965,2 Story,Single,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2267,Ward 6,2013,767000.0
1,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1602,Ward 6,2018,650000.0
2,0,Forced Air,1,1968,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,2911,Ward 7,2016,315000.0
2,0,Forced Air,1,1959,1 Story,Single,Fair Quality,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,4000,Ward 5,2016,437500.0
4,0,Hot Water Rad,0,1957,2 Story,Multi,Above Average,Average,Common Brick,Built Up,Hardwood,4.0,0,4160,Ward 7,2014,432000.0
3,1,Forced Air,1,2013,3 Story,Row End,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1039,Ward 5,2012,659292.0
4,0,Hot Water Rad,0,1967,2 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,4.0,0,5000,Ward 8,2018,600000.0
4,0,Hot Water Rad,1,1977,2.5 Story Fin,Row End,Very Good,Very Good,Common Brick,Slate,Hardwood,1.0,1,1374,Ward 3,2016,1095000.0
4,0,Warm Cool,1,1986,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,5100,Ward 3,2018,1350000.0
3,1,Forced Air,1,1982,2 Story,Row End,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,0,2086,Ward 5,2015,805000.0
4,0,Hot Water Rad,1,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,3111,Ward 5,2015,542500.0
1,1,Warm Cool,1,1959,2 Story,Semi-Detached,Average,Good,Common Brick,Clay Tile,Hardwood,1.0,0,3600,Ward 5,2017,410000.0
1,1,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,1120,Ward 6,2017,659031.0
3,1,Forced Air,1,1967,1.5 Story Fin,Single,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,2500,Ward 8,2018,439900.0
7,0,Warm Cool,1,1974,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,2.0,3,7555,Ward 4,2018,1056702.0
2,0,Warm Cool,1,1970,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Carpet,1.0,0,4018,Ward 5,2011,290000.0
3,1,Forced Air,1,1967,2.5 Story Fin,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1500,Ward 5,2010,416900.0
1,0,Hot Water Rad,0,1960,2 Story,Single,Good Quality,Average,Shingle,Comp Shingle,Hardwood,1.0,1,5625,Ward 3,2015,749000.0
2,1,Forced Air,1,1984,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1357,Ward 5,2010,554000.0
3,1,Warm Cool,1,1961,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,3840,Ward 4,2013,434110.0
2,1,Hot Water Rad,1,1984,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1288,Ward 4,2012,559000.0
1,1,Hot Water Rad,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,2035,Ward 3,2011,725500.0
3,1,Forced Air,1,1980,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2356,Ward 4,2012,629000.0
1,1,Warm Cool,1,1964,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Wood Floor,1.0,1,1111,Ward 6,2013,631000.0
2,1,Warm Cool,1,2010,2 Story,Single,Above Average,Very Good,Stone/Siding,Comp Shingle,Hardwood/Carp,1.0,0,5058,Ward 8,2010,385000.0
3,1,Forced Air,1,1967,2 Story,Single,Above Average,Very Good,Hardboard,Comp Shingle,Hardwood/Carp,1.0,0,4700,Ward 5,2011,624900.0
2,0,Forced Air,1,1966,2 Story,Semi-Detached,Average,Very Good,Common Brick,Slate,Hardwood,1.0,0,5626,Ward 8,2016,337000.0
3,1,Hot Water Rad,1,1986,2.5 Story Fin,Single,Good Quality,Very Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,3413,Ward 3,2016,1235000.0
3,0,Forced Air,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1800,Ward 6,2015,706000.0
3,1,Forced Air,1,2015,2.5 Story Fin,Single,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,1,5341,Ward 4,2013,789152.0
1,1,Hot Water Rad,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Wood Floor,1.0,0,1304,Ward 6,2011,659000.0
1,0,Warm Cool,1,1960,2 Story,Row End,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,1.0,1,921,Ward 2,2017,652500.0
2,1,Forced Air,1,2014,3 Story,Row Inside,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,628,Ward 6,2012,656345.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1900,Ward 4,2012,625000.0
2,2,Warm Cool,1,1969,2.5 Story Fin,Single,Good Quality,Good,Brick/Siding,Slate,Hardwood,1.0,1,7203,Ward 4,2015,1267000.0
3,1,Hot Water Rad,1,1963,2.5 Story Fin,Single,Good Quality,Good,Shingle,Comp Shingle,Hardwood,1.0,1,5000,Ward 4,2016,908000.0
3,1,Forced Air,1,1967,2 Story,Single,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,5850,Ward 5,2015,587820.0
2,1,Forced Air,1,1967,3 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,2027,Ward 1,2018,1150000.0
3,0,Hot Water Rad,0,1964,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1877,Ward 1,2011,458600.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1511,Ward 6,2018,845000.0
2,2,Hot Water Rad,1,1972,2 Story,Single,Very Good,Average,Vinyl Siding,Clay Tile,Hardwood,1.0,1,5040,Ward 3,2017,835000.0
1,0,Hot Water Rad,0,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2325,Ward 6,2015,675000.0
2,2,Forced Air,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,1,2116,Ward 4,2018,650000.0
3,1,Forced Air,1,1978,2 Story,Row End,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1944,Ward 5,2015,699000.0
1,1,Warm Cool,1,1981,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1239,Ward 6,2012,280000.0
2,0,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,1,3920,Ward 3,2013,789000.0
2,1,Hot Water Rad,1,1982,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1156,Ward 6,2017,1350000.0
3,1,Warm Cool,1,1969,2.5 Story Fin,Single,Good Quality,Very Good,Stucco,Comp Shingle,Hardwood,1.0,2,11700,Ward 4,2013,1450000.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1620,Ward 4,2011,363999.0
3,0,Forced Air,1,1982,2 Story,Row End,Good Quality,Good,Brick/Stone,Built Up,Hardwood,1.0,0,516,Ward 6,2017,840000.0
2,1,Hot Water Rad,0,1957,2 Story,Single,Above Average,Average,Stucco,Comp Shingle,Hardwood/Carp,1.0,1,6400,Ward 5,2013,502100.0
2,0,Warm Cool,1,1969,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,944,Ward 6,2018,770000.0
3,1,Forced Air,1,1964,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,1600,Ward 4,2016,775000.0
2,0,Water Base Brd,1,1964,2 Story,Row End,Average,Good,Wood Siding,Metal- Sms,Hardwood,1.0,0,1845,Ward 6,2016,645000.0
